CID,CanonicalSMILES,XLogP,ExactMass,TPSA,HBondDonorCount,HBondAcceptorCount
19829821,C1=CC=C(C=C1)COC2=CC=CC(=C2)N(CC(=O)[O-])N,0.7,271.10826734,78.6,1,5
5916562,CC(=C1C2C(C2(C)C)CC1=O)N3CCN(CC3)C4=CC=CC=C4,3.4,310.204513457,23.6,0,3
90222047,CC1=C(C2=C(C=C1)OCCC2=CC=C)C,3.7,200.12011513,9.2,0,1
12355916,CC(=O)C1=C(C(=C(C=C1)OCC(COC2=C(C3=C(C=C2)C(=O)C=C(O3)C(=O)O)CC=C)O)CC=C)O,4.3,494.1576824,140.0,3,9
95441475,CC1C(N(CCN1)C(=O)C2CCCO2)C,0.3,212.152477885,41.6,1,3
102893366,CCC1(CCN(C1)C(=O)C2C3CCCC3CN2)CC,2.7,264.220163521,32.3,1,2
54338868,C1C=C(N=NC2=CC=CC=C21)CC(=O)O,2.0,202.074227566,62.0,1,4
83928976,CC1C(O1)CC(C)C2=CC(=CC=C2)OC,3.0,206.130679813,21.8,0,2
80423066,CC1CCCN(C1)CCC2COCCN2,1.2,212.188863393,24.5,1,3
58841611,CC1=CC=C(C=C1)N(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C=CC4=C(C=C(C=C4)C)OC,8.5,419.224914549,12.5,0,2
22364403,CCCNCCC=CC1=CC=CC=C1,3.3,189.15174961,12.0,1,1
43180886,CC1=CC(=C(C=C1)CNC(C)C2=CC=CC=C2OC)C,3.9,269.177964357,21.3,1,2
134174604,CC1=CC(=C2C(=C1)N=C(C=N2)OC)C3=CC4=C(O3)C=CC5=C4OCCO5,3.7,348.111007,66.6,0,6
61015683,CCCOC1=CC=CC(=C1)CNC2CCN3C2CCC3,2.9,274.204513457,24.5,1,3
7126777,C1COCC[NH+]1CC(COC2=CC=C(C=C2)C(=O)C3=CC=CC=C3)O,2.3,342.17053325,60.2,2,4
86014924,CCC(C)C(=O)C1=C(C=C(C(=C1OC)C)OC)OC,3.3,266.15180918,44.8,0,4
132579088,CC1=C2C(=CC=C1)C=CC(=C(C(=O)C3=CC=CC=C3)C(=O)C4=CC=CC=C4C5=CC=CC=C5)N2,7.4,441.172878976,46.2,1,3
88002086,CC(C)C1=CC(OC2=C1C=C(C(=C2)OC)CC=O)(C)C,2.9,274.15689456,35.5,0,3
9969695,COC1(CN2CCC1CC2)C#CC(C3=CC=CC=C3)(C4=CC=CC=C4)OC,3.6,361.204179104,21.7,0,3
59067719,CC(C)(C)N1CCC2CCNN(C2C1)C(C)(C)C,2.6,253.251798002,18.5,1,3
63169695,CC(CCCCN1CCC(C1)N2CCCC2)NC,2.1,253.251798002,18.5,1,3
63260676,CC(C1=CC=C(C=C1)OC)NC(CC2=CC=CC=C2)CO,3.0,285.172878976,41.5,2,3
53971903,CCCCCC1=CC=C(C=C1)C#CC=CC2CCC(CC2)C3CCC(CC3)CC,11.2,390.32865134,0.0,0,0
15723528,COC1(C2CC2CC3C1C3)OO,1.0,170.094294304,38.7,1,3
113787301,C1CC2=NC3=NC(=NN3C=C2C(=O)C1)CC(=O)O,-0.3,246.07529019,97.5,1,6
94432549,CCCNCCC(C)N(C)C1CCC(CC1)C,3.6,240.256549029,15.3,1,2
80912252,CC1=CC(=NC(=N1)NN)OC2CCCC3=CC=CC=C23,2.8,270.14806121,73.1,2,5
91142807,C1=CC(=CC=C1C2=CC(ON2)CC(=O)O)O,1.2,221.06880783,78.8,3,5
88190717,CN1C(=CNC1=C=O)CC(=O)C2=CC=CC=C2,1.9,228.08987763,49.4,1,4
51580578,CCC1=NN2C(=CC(=NC2=N1)C3=CC=C(C=C3)C)[O-],3.6,253.10893605,66.1,0,4
86114592,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)C=CC3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)O,5.5,434.16304257,78.4,3,3
10048095,COC1=CC=C(C=C1)N2C3=C(C(=O)C4=CC=CC=C4C3=O)N(C2=O)C5=CC=C(C=C5)OC,3.9,426.12157168,76.2,0,5
4320201,CC1=CC(=CC=C1)NC2=NC(=C(C(=N2)N(C)C3=CC=CC=C3)[N+](=O)[O-])C,4.7,349.15387487,86.9,1,6
43733044,CCC(CC)NC1=CC(=CC=C1)N2C=CC=C2,4.2,228.162648646,17.0,1,1
67858350,CC(C)C1=CCC2=C(C1)CCC3C2(CCCC3(C)C(=O)O)C,4.5,302.224580195,37.3,1,2
134853448,CC(=O)C(C)(CC(=C)C(C)(C(=O)C)C(=O)C)C(=O)C1=CC=CC=C1,3.2,328.16745924,68.3,0,4
19844558,CC1=C(C2=C(N1C3=CC=CC=C3)C=CC(=C2CN4CCCCC4)O)C(=O)N(C)CC5=CC=CC=C5,5.3,467.2572773,48.7,1,3
123209981,CC1=C(C=C(C=C1)C(C)C(=C)C)C2=CC=CC(=C2)C=O,5.4,264.151415257,17.1,0,1
59363317,COC1=CC=CC=C1NC2=NC=NC(=C2)C3=CC=C(C=C3)C(=O)C4=CC=CC=C4,5.1,381.147726857,64.1,1,5
112954183,CC(C)OC1=CC=CC=C1NC2=NC(=CN=N2)NCCC3=CC(=CC=C3)OC,4.1,379.20082506,81.2,2,7
116419424,CCC1CN(C(CN1)C)CCCC2CC2,2.8,210.209598838,15.3,1,2
21721448,CCCCCC(C=CC1C(CC(=O)C1CCCC)O)O,3.3,282.21949481,57.5,2,3
7540037,CC1CCCC[NH+]1CC2=C(C=CC3=C2C(=C(O3)C)C(=O)NC4=CC=CC=C4)O,4.3,379.20216773,66.9,3,3
123912952,CC1CC2C1(C3CC4C2C(C3CC4)C)C,5.0,204.187800766,0.0,0,0
126995845,CC(=CC(=O)C)NC1CCCC1,2.4,167.131014166,29.1,1,2
63267845,CC1=CC(=NC(=N1)C)N2CCC(C2)CNC,1.4,220.16879665,41.1,1,4
113481991,CC1=CC2=C(C=C1)OC(C2)CNC3(CCOC3)C,2.2,247.157228913,30.5,1,3
25124011,C1C(CC(CC1C2=NN=CC=C2)C3=NN=CC=C3)C4=NN=CC=C4,0.2,318.1592946,77.3,0,6
86070727,CCCC=CCC=CCCCCCCCCO,5.7,238.229665576,20.2,1,1
12437841,CC1=CN(C=CC1)C,1.3,109.089149355,3.2,0,1
116982185,CC(C)(CN1CC(N(C1=O)C)C2CCC2)C(=O)O,1.3,254.16304257,60.9,1,3
10154726,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)CC(COC3=CC=CC=C3)O,4.3,347.18852904,32.7,1,3
11159964,CCCC=CC=CC(=O)C1=CC=CC=C1,4.0,200.12011513,17.1,0,1
80658082,CCNC1=NC(=NC(=C1)C)CN(CC)C2=CC=CC(=C2)C,3.7,284.20009678,41.1,1,4
44725285,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=C3C=C(C(=C5)CO)CO,3.1,314.130679813,40.5,2,2
3068081,CN(C)CCC1=C2CCCC2=CC3=C1CCC3,3.9,229.183049738,3.2,0,1
17997255,C1CNC=C(C2C1C=CC=C2)C(=CC(=O)O)C(=O)O,1.2,261.10010796,86.6,3,5
20430105,CC(C)(C(=O)C1=CC2=C(CCC3=CC=CC=C3C(=O)C2=O)C=C1)N(C)C,3.5,349.1677936,54.5,0,4
54272802,CC1(CCC(C2=C1C=CC(=C2)CC=CC3=CC=CC(=C3C4=CC(=CC=C4)C(=O)O)CC(=O)O)(C)C)C,8.2,482.24570956,74.6,2,4
95931229,CC1(OC(C(O1)(C)CC=C)C2=CC(=C3C(=C2O)C(=O)C4=CC=CC=C4C3=O)O)C,4.6,394.14163842,93.1,2,6
58091474,CC12C(C(OC1C3=COC4=C3N=CN=C4N)CO)OCO2,-0.9,293.10117059,113.0,2,8
90406127,CC(=C)C1CCN(C1)C,1.9,125.120449483,3.2,0,1
68104353,CC1(C2C(C2N3CCN(CC3)C4C5C4C(N(C5(C)C)OC)(C)C)C(N1OC)(C)C)C,3.0,420.34642666,31.4,0,6
58983731,CCOC1=CC=C(C=C1)CON2C(CCCC2(C)C)(C)C,4.2,291.219829168,21.7,0,3
36819423,C1CC(N(C1)C(=O)C2=CC=C(C=C2)NC(=O)NC3=CC=CC=C3)CC4=CC=CC=C4,4.5,399.19467705,61.4,2,2
62350398,CC1=C(C=CC(=C1)N2C=NC(=C2C)C)CN,1.7,215.142247555,43.8,1,2
114993807,CC(CC1=CC=CC=C1)(CNC2CCCC2)O,2.6,233.177964357,32.3,2,2
44127399,CC1(CC(C2C(C1)OC(C(O2)(C)OC)(C)OC)O)O,-0.3,276.15728848,77.4,2,6
39239674,COC1=CC=CC(=C1)NCC(CN)O,0.9,196.121177757,67.5,3,4
25054919,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)N=CN=C3C4=CC(=CC=C4)OC)OC,4.7,372.1473925,53.5,0,5
72526623,CCC1COC2=C(O1)C=CC(=C2)NC(=O)C3=C(C=C(C=C3)C=CC)C,4.8,337.1677936,47.6,1,3
62370261,CC(C)(C)NCCN1CCN(CC1)C2CCCC2,1.9,253.251798002,18.5,1,3
22297739,CC1CCC2C(=CCCC2(C)C(=O)O)C1(C)CCC(C)(C=C)O,4.1,320.23514488,57.5,2,3
106376599,CCC1=CN=C(O1)CN2CC3(CCCC3)NCC2C,1.9,263.199762429,41.3,1,4
105300484,CC1=CC(=C(C=C1)OC)C(C2=CC=CC(=C2C)C)NN,3.3,270.17321333,47.3,2,3
43190046,CCC(C)(C)NCC1=C(C=C2CC(OC2=C1)C)OCC,3.6,277.204179104,30.5,1,3
98051492,CC1CC=C2C1CC3(C(=O)CC2(C3(C)CO)C)O,1.5,250.15689456,57.5,2,3
101091182,CC(C)N(CC(C1=CC=CC=C1)O)C(C)CC2=CC(=C(C=C2)OC)OC,4.2,357.23039385,41.9,1,4
90371352,COC1=CC(=C2C(=C1)OC(=C)C(=O)N2)CN,0.3,220.08479225,73.6,2,4
14865603,CC1CCC2C3(CCCC(C3CCC2(C14CC5=C(O4)C(=CC(=C5)O)C)C)(C)C)C,8.4,396.302830514,29.5,1,2
116222782,CC1=C(C=CC(=C1)NC(C)CC2CC2)O,3.8,205.14666423,32.3,2,2
46944500,CCCCCCCCCCCCC1CCC2=CC=CC=C2O1,8.5,302.260965704,9.2,0,1
101843417,CC1(C2=C(C3=CC=CC=C3C=C2)C4=C(C1(C)O)C=CC5=CC=CC=C54)O,4.5,340.146329876,40.5,2,2
104395471,CCNCC(C)NCC1COCCO1,-0.3,202.168127949,42.5,2,4
23340356,CN1CCCN2C(C1)C3=C(C=CC(=C3)OC)OC4=CC=CC=C42.C(=CC(=O)O)C(=O)O,,426.17908655,99.5,2,8
96917194,CC1=C(C(=CC=C1)C(C2=NN=C(O2)C3CC3)N)O,1.5,245.11642673,85.2,2,5
72619085,CC1(C(C(C2=C(O1)C=CC(=C2)OC)N3CC4=CC=CC=C4C3=O)O)C,2.2,339.14705815,59.0,1,4
106560223,CC1=CC(=CC=C1)N2C=C(N=C2N)C,2.1,187.110947427,43.8,1,2
122107015,CC1CC(CN(C1)C2=NC=NC(=C2)N3CCCC3CO)C(=O)O,1.4,320.18484064,89.8,2,7
73059988,C1=CC=C(C=C1)C2C(NNC2C3=CC=CC=C3)CO,2.0,254.141913202,44.3,3,3
28180858,CC1CCCC(C1)(C[NH3+])[NH+]2CCCCC2,2.2,212.225248902,32.1,2,0
134949242,C1CCC23CC(CC(=O)C2C1)(C4=CC=CC=C34)C5=CC=CC=C5,5.3,302.167065321,17.1,0,1
90122984,CC12CCN(C(C1C3=CC(=CC=C3)C(=O)O)CC4=C2C=C(C=C4)OC)C,1.8,351.18344366,49.8,1,4
120516356,CC(C)CN(CCC(=O)O)C(=O)CC(C=C)C1=CC=CC=C1,3.0,303.18344366,57.6,1,3
18431936,CCC(CCCCCCC#CC#CCCCCCCCCCC(=O)O)C(=O)O,7.7,390.27700969,74.6,2,4
124014674,CCCCCC=CCC=CCCCCCCCCOCC1CO1,7.0,322.287180451,21.8,0,2
115603735,CCN(C)C(=O)NC1=CC=CC=C1C(C)C,2.1,220.157563266,32.3,1,1
136033691,CCCC[N+](CCCC)(CCCC)CCCC.C(=CC=O)C=C[O-],,339.313729551,40.1,0,2
43503681,CC(C1=CC=C(C=C1)OCCN2CCCCC2)O,2.3,249.172878976,32.7,1,3
98042577,COC1=CC2=C(C=C1)C(=O)C(CO2)(CC(=O)O)O,0.7,252.0633881,93.1,2,6
24872450,C1CN(CC2=CC=CC=C21)CCC(=O)C3=CC4=CC=CC=C4C=C3,4.4,315.162314293,20.3,0,2
129545663,CC1=CC(=CC=C1)CN2CCC3(C2=O)CCN(CC3)C(=O)C4=CC=CC=C4,3.1,362.199428076,40.6,0,2
115608167,CC1=CC(=C(C=C1)CNC(C)(C)COC)C,2.5,221.177964357,21.3,1,2
126846055,CCN(CC1(CCNCC1)O)C2CCCNC2,0.0,241.215412493,47.5,3,4
96191467,CC(C)CN1CCC(C1)CNC2=CC=C(C=C2)N3CCCCC3,4.6,315.267448065,18.5,1,3
64762040,CC1CCC(C(C1)NC2CCOC3=CC=CC=C23)C,4.1,259.193614421,21.3,1,2
91168207,C=CCCOC(C=C)O,1.3,128.083729621,29.5,1,2
10488403,CC1=C(C(=O)C2=C(OC(=C2C1=O)C)C)C,2.1,204.078644241,47.3,0,3
106103580,CCNC1=C(C(=NC(=N1)C)NCC2(CCOC2C)O)C,1.6,280.18992602,79.3,3,6
82454770,CCCC1=NC(=C(C(=N1)OC)[N+](=O)[O-])NC,2.4,226.10659032,92.9,1,6
131200395,CC1(C2CCC1(C(C2)O)CN(C)C)C,2.2,197.177964357,23.5,1,2
64355080,CCCC1CCCN(CC1)C2=CC=CC=C2C(C)O,4.3,261.209264485,23.5,1,2
38008226,CN(C1CCCCC1)C(=O)C(=CC2=CC=C(C=C2)OC)C3=CC=CC=C3,5.2,349.204179104,29.5,0,2
118050240,CN(C)C1=CC=C(C=C1)NNC(=O)C2=CC(=C(C=C2)C(=O)N)C3=CC=CC=C3N,3.0,389.18517499,113.0,4,5
117281160,CC(CO)C1=CC2=NC=CN=C2C=C1,1.1,188.094963011,46.0,1,3
123211266,CC1CC2C(CC1C)C(C(C2(C)C)(C)C)(C)C,6.5,236.250401021,0.0,0,0
103459011,C1CCC(CC1)C(C(C2=CC=CC(=C2)C3CCC3)O)O,4.3,274.193280068,40.5,2,2
113707702,CCC1=C(N=NC(=N1)NCCC2CCCC2)CC,3.7,248.20009678,50.7,1,4
120965815,CC1=C(C(=CC=C1)C)OCCN2CCC(C2)NC,2.4,248.188863393,24.5,1,3
12429617,CC(CCC1=CC=CC=C1)OC,2.8,164.12011513,9.2,0,1
137985695,C1CC(CN(C1)C(=O)C2=NC=CN=C2C(=O)N)CC3=CC=CC=C3,1.5,324.15862589,89.2,1,4
16354157,CN(C)C1=NC(=NC(=N1)N)COC2=CC=CC=C2OC,1.6,275.1382248,86.4,1,7
105698689,CC1CCCC(CC1)NCC2CNCC2C,2.8,224.225248902,24.1,2,2
62617180,CCCCN(C)CCC(C1=CC=C(C=C1)C)NCC,3.7,262.240898965,15.3,1,2
68116837,CC1=CC(=C(C=C1)C)C2=CC(=CC(=C2)C)OCCOCCOC,4.3,314.18819469,27.7,0,3
104323522,C1CC(C2C1CN(C2)C(=O)C3=CC(=C(C=C3)[N+](=O)[O-])N)O,1.2,291.12190603,112.0,2,5
82257438,CC(CC1=CC(=C(C=C1)OC)N)NCC2=CC=CC=C2,3.0,270.17321333,47.3,2,3
102249230,C1=CC=C(C(=C1)CNC2=CC(=CC=C2)NCC3=CC=CC=C3[N+](=O)[O-])[N+](=O)[O-],4.5,378.13280507,116.0,2,6
54253865,CCCC1CCC(CC1)C2=CC(=C(C=C2)OC)C3=CC=CC=C3,7.4,308.214015512,9.2,0,1
119554164,CN(C1CCNC1)C(=O)C2=CC(=CC=C2)N3C=NC=N3,0.9,271.14331018,63.1,1,4
67376796,COC1=CC(=CC(=C1O)OC)C=CC2=CC(=C(C(=C2)OC)OC)OC,3.7,346.14163842,66.4,1,6
130151155,CCC1=C2CCC(C2(CCC1=O)C)O,1.4,194.130679813,37.3,1,2
23536313,CC(C1=CC=CC=C1)NC2=NC3=CC=CC=C3N2C4=NC=NC(=N4)NC5=CC(=C(C(=C5)OC)OC)OC,5.5,497.21753775,108.0,2,9
15650115,CC(C(=O)C1=CC=CC=C1)C(C2=CC=CC=C2)(C(C3=CC=CC=C3)(C(C)C(=O)C4=CC=CC=C4)O)O,5.3,478.21440943,74.6,2,4
28931414,CCCC1=CC=C(C=C1)C(CCCC(=O)O)O,2.6,236.1412445,57.5,2,3
79299369,CC(C)C(C(C)C1=CC2=C(C=C1)OCCCO2)NC,3.6,263.18852904,30.5,1,3
59745381,CC1=C(C=C(C=C1)C(C)(C)C2=CC(=C(C=C2)C)C3CCCCC3)C4CCCCC4,10.5,388.313001276,0.0,0,0
39201866,CC(CCOC1=CC=CC(=C1)C(=O)C)N2CC[NH+](CC2)C,2.2,291.207253108,34.0,1,3
129595242,CC1=CC(=NC(=N1)NC2=NC=CN=C2C3CCN(CC3)C(=O)C=CC4=CC=CC=C4)C,3.2,414.21680947,83.9,1,6
101213171,COC1C(CC(C(O1)(CO)C2=CC=CC=C2)O)N=[N+]=[N-],1.8,279.12190603,73.3,2,6
10093178,CCC1=CC2=C(CN(C3C2C4=CC(=C(C=C4CC3)OC)OC)CC5=CC=CC=C5)C=C1,5.9,413.235479232,21.7,0,3
117243759,CC1=CC=C(C=C1)OCC(C2=CC=CC=C2O)O,3.3,244.109944368,49.7,2,3
44715158,CC1=C(C2=C(C(OC2)O)C(=C1OC)C(=O)O)OCC=C(C)C,1.9,308.12598835,85.2,2,6
17846603,CCCCC1CC(N(C(C1)(C)C)OC2CCCCC2)(C)C,6.3,295.287514804,12.5,0,2
14863992,CC1=CCC(C1(C)CO)CC(=O)O,0.7,184.109944368,57.5,2,3
3373780,CCCC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)OC)[N+](=O)[O-],4.1,314.12665706,84.2,1,4
8032772,CC1(C2CC=C(C1C2)CN(C)CCC3=CC(=C(C=C3)OC)OC)C,4.2,329.235479232,21.7,0,3
81228712,CC(C)CCN(C1CCCC1)C2=NC=NC3=C2CNCC3,3.1,288.23139691,41.1,1,4
54086140,CCOC1=C(OC2=C(C1=O)C=C(C=C2)C(=O)O)C3CC3C4=CC=C(C=C4)C,3.9,364.13107373,72.8,1,5
134907472,CCCN1CC(NC(C1=O)(C)CC)(C)CNC(C)(C)C,1.9,283.262362685,44.4,2,3
102501882,CCCC1=C(C(=CC(=C1)C(=O)CCC(=O)O)OC)OC,2.3,280.13107373,72.8,1,5
22139934,CCC1(C2C1CN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)O,4.3,293.177964357,23.5,1,2
78593425,CN(C)C1=C(C=C(C=C1)C=CC(=O)C2=CC(=CC=C2)OC)[N+](=O)[O-],3.6,326.12665706,75.4,0,5
64125130,CCC1CCNC(C1)C2(CCC3=CC=CC=C3C2)O,3.2,259.193614421,32.3,2,2
61695115,CC(CC(CCC(=O)O)O)C1=CC=CC=C1,2.1,222.125594432,57.5,2,3
124355982,COC1=C(C2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4)O)OC,2.6,300.09977361,57.2,1,5
115412915,CC(C)(C)N(CCC(=O)O)C(=O)C1=C(C=CC(=C1)OC)N,1.7,294.15795719,92.9,2,5
11513850,CCOC1=CC=CC(=C1OC)C=C,3.0,178.099379685,18.5,0,2
14673835,CCC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)OCCN(C)C)CC,7.6,415.251129295,32.7,1,3
65654135,CC1=C(N=CN=C1NC)C2=CC3=CC=CC=C3C=C2,3.8,249.126597491,37.8,1,3
13582653,CC1(C2C1CC2)COC,1.9,126.104465066,9.2,0,1
83773972,CC1=C(C=CC(=C1)C2=C(N3C=C(C=NC3=N2)OC)N)OC,2.7,284.12732577,74.7,1,5
106636528,CC1CCCN(C1)C(=O)CN(C)CC2CCCNC2,1.4,267.231062557,35.6,1,3
121802473,C1CNCC12CCN(CC2)C(=O)C3=COC(=N3)C4=CC=CC=C4,2.1,311.16337692,58.4,1,4
49110519,CC(C)(C)CC1CCCN1C(=O)NC2=CC(=C(C(=C2)OC)OC)OC,3.7,350.22055744,60.0,1,4
81009024,CCC(=C)CC(C)CC(=O)O,2.7,156.115029749,37.3,1,2
96206638,CCCCNCC1CCN(C1)CC2COC3=CC=CC=C3O2,3.0,304.21507814,33.7,1,4
115024443,COC1=C(C=C(C=C1)C2=COC(=N2)N)O,1.3,206.06914219,81.5,2,5
24895429,C1OC2=C(C3=C(C(=C2O1)C4=CC=CC=C4)OCO3)C5=CC=CC=C5,4.8,318.08920892,36.9,0,4
77713898,CC(=CCCC(=CCC1=C(C=CC(=C1)N)C(=O)O)C)C,4.6,273.172878976,63.3,2,3
80906304,CCC1=C(N=CN=C1NN)NC(C)(C)CO,0.8,225.15896025,96.1,4,6
91446778,CC1CN(CC(C1O)C)C,1.0,143.131014166,23.5,1,2
61070508,CN(CCC(=O)O)CCOCCO,-3.4,191.11575802,70.0,2,5
22575583,CC1=CC(=CC=C1)C2=NN3C(=CC(=NC3=N2)C)NC4=C(C=CC(=C4)C(=O)O)C,4.3,373.15387487,92.4,2,6
106560588,CC1=CC=CC=C1N2C=CN=C2NCC(C)C,3.7,229.157897619,29.9,1,2
11921509,C1CCC2C(C1)C3=CC4=C(C=C3C(O2)C5=CC6=C(C=C5)OC7=CC=CC=C76)OCO4,6.1,398.15180918,40.8,0,4
89598300,CC(C)CCCCCC1=C(C(=C(C(=C1C(=O)O)C(=O)O)CCCCCC(C)C)C(=O)O)C(=O)O,7.5,478.25666817,149.0,4,8
42701803,COC1=C(C=C(C=C1)CN(CCN2CCCC2)C(=O)C=CC3=CC=CC=C3)OCC4=CC=CC=C4,5.3,470.25694295,42.0,0,4
81134059,C1COCCC1(CNC2=NC=NC3=C2C=CC(=C3)N)O,0.7,274.14297583,93.3,3,6
130800556,CC1(CC1)CC2=NN=C(N2N)N,0.6,167.11709544,82.8,2,4
130584240,CC1(CCC(O1)CO)CC2CCC2,2.2,184.146329876,29.5,1,2
10630600,C1C(C12CC2C(=O)O)CO,-0.3,142.062994177,57.5,2,3
98552161,C1CC2CC(CC1N2C3=C(C=C(C=C3)N)C(=O)N)O,0.7,261.147726857,92.6,3,4
62192345,CCCNC1=NC(=NC(=C1)CC)COCCC,2.8,237.184112366,47.0,1,4
129861760,CC1CC=C(C2=C1C=C(C(=C2)C)O)C(C)C,4.0,216.151415257,20.2,1,1
9956616,CN(CCCCCC(C1=C(C(=CC=C1)OC)OC)O)CCCC(C2=C(C(=CC=C2)OC)OC)O,4.0,475.29338803,80.6,2,7
96954217,CC(C)OC1=C(C=C(C=C1)N)C2(COC(CN2)(C)C)C,1.8,278.199428076,56.5,2,4
106022418,CCCCC(CCC)NC1=CC=CC=C1N,4.3,220.193948774,38.1,2,2
11047238,COCOC1=CC(=CC2=C1C(=O)C3=C(C2=O)C=CC=C3OC)C4OCCCO4,2.5,384.12090297,80.3,0,7
19816033,C1CCOC(C1)OCC2=C(C=CC(=C2)CC3=CC=CC=C3N4C=CN=C4)NC(=O)O,3.4,407.18450629,85.6,2,5
85763935,CC=CCCCC=CCCCC=CCO,4.0,208.182715385,20.2,1,1
86651927,COC1=CC(=C(C=C1)CNC2=C(C=C3CN(CC3=C2)CC4=C(C=C(C=C4)OC)OC)[N+](=O)[O-])OC,4.6,479.20563565,98.0,1,8
91667704,CC(C)(C)C(C=CC1=CC(=C(C=C1)O)OC)O.CC(C)(C)C(C=CC1=CC(=C(C=C1)O)OC)O,,472.28248899,99.4,4,6
116712273,CCOC(C(C)C)C(CC1=CC=C(C=C1)C)O,3.5,236.177630004,29.5,1,2
54194944,CCCCCCCCCCCCC=CC1C(O1)CCCCOC2CCCCO2,8.5,394.34469533,31.0,0,3
117982595,CCCCC([N+](C)(CCCO)CC(=O)O)O,0.8,234.17053325,77.8,3,4
93448434,CCCC(C1=CC(=CC=C1)[N+](=O)[O-])NCC2CCCOC2,3.0,292.17869263,67.1,1,4
85675427,CCNC1C2CCC(C2)C1C3=CC=C(C=C3)O,2.9,231.162314293,32.3,2,2
61979319,CC(C)N1CCC(C1)NCCC2CCCCC2,3.9,238.240898965,15.3,1,2
82077338,CC1CC(C2=C1C(=CC=C2)OC)CCO,2.5,206.130679813,29.5,1,2
63744555,C1C2=C(CO1)C=C(C=C2)C3=NC(=CO3)C(=O)O,1.1,231.05315777,72.6,1,5
125461807,CC1CC(NC2=C1C=C(C(=C2)C3=CC=NC4=NC(=NN34)C5=CC=CO5)C)(C)C,4.2,373.19026037,68.3,1,5
96630878,CC1C(N(CCN1)C)CC(=O)O,-2.7,172.121177757,52.6,2,4
13147462,CC1=NC=C2C(=N1)CC(CC2=O)C3=CC=CC=C3,2.1,238.110613074,42.9,0,3
55183393,CC1=CC(=CC(=C1)N(C)C2=CC=C(C=C2)C(C)O)C,3.8,255.162314293,23.5,1,2
95564790,CC1C2CCC2CCC1=O,2.0,138.104465066,17.1,0,1
98734792,CC1(CCCC(N1CC(COCC2CC3CCC2C3)O)(C)C)C,3.9,323.282429423,32.7,1,3
70025159,CC=C(CCN1CCCCC1)CN2CCNC2,2.0,237.220497874,18.5,1,3
54245898,C1=CC=C(C=C1)[N+](CCO)(CCO)N=O,0.2,211.10826734,69.9,2,4
96584750,CC1C=COC2=C1C3=CC=CC=C3C(=C2O)O,3.2,228.078644241,49.7,2,3
113581370,CC1=CCN(CC1)C(=O)CCOC2CCNCC2,0.2,252.183778013,41.6,1,3
94915642,CCN(CC(=C)C)C(=O)C1CCNC1,1.0,196.157563266,32.3,1,2
112577671,C1CC1CNC2=C(C=CC=C2N)C(=O)O,2.0,206.105527694,75.4,3,4
121423320,CC(C)(C)C1C(=O)NN=N1,1.7,141.090211983,53.8,1,3
81597394,CCCN(C1=CC=CNC1=C(N)N=O)C(C)C,1.9,236.16371127,70.7,2,5
66969136,COC1=CC=CC(=C1OC)C(C2=CC=CC=C2)(C3=CC=CC=C3)OCCCCCO,5.1,406.21440943,47.9,1,4
109877477,CCOC1=CC=CC=C1CNC(C)C2=CC=CC(=C2)CO,2.6,285.172878976,41.5,2,3
123870578,C1CC1CC2C=C2,2.5,94.078250319,0.0,0,0
93423081,CCCC(C)NCC1=CC(=CC=C1)OCCC,3.8,235.193614421,21.3,1,2
97230166,CCN1CCC(CC1C)NC2CCN3C2CCCC3,2.3,265.251798002,18.5,1,3
130290076,CC1=C2C(=CC=C1)C3=C(O2)C(=CC4=CC=CC=C43)C5=CC=C(C=C5)C6=CC7=CC=CC=C7C8=CC=CC=C86,11.0,484.182715385,13.1,0,1
46221559,CCCC(CCCC1=CC=CC=C1)CO,4.1,206.167065321,20.2,1,1
70839272,CC(C)C(C)C1CCCOC1OC(C)C(C)C,4.7,242.224580195,18.5,0,2
103033140,CCCCC1=CC=C(C=C1)NCCC(C)(C)OC,4.6,249.209264485,21.3,1,2
95406845,CCN(CC)C(C)C(=O)C1=CC=C(C=C1)N,2.1,220.157563266,46.3,1,3
48522661,CC1(COCCN1C(=O)C2=CC(=C(C=C2)N3CCCCC3)[N+](=O)[O-])C,2.4,347.18450629,78.6,0,5
4981248,CC1=CC=C(C=C1)N=NC2=CC(=CC(=C2O)C(C)(C)C)C(C)(C)C,7.1,324.220163521,45.0,1,3
92268645,CC1=CC=C(C=C1)C(C2=CC=C(O2)C)C3=C(C=CC(=C3)C)O,5.2,292.146329876,33.4,1,2
64043977,CC(COC)OCC1=CC=C(C=C1)C#CCCO,1.8,248.1412445,38.7,1,3
